name,address,phone,website,rating,total_reviews,price_level,business_status,types,place_id,query_used,scraped_at,emails
Knights & Co estate agent,"776-778 Barking Rd, London E13 9PJ, UK",020 8004 6224,https://www.knightsandcoestateagent.co.uk/,4.3,25,,OPERATIONAL,,ChIJF427Os-n2EcR0byOMH47hkU,real estate agents,2025-09-17T17:00:12.397516,"info@knightsandcoestateagent.co.uk, 9pj02080046224info@knightsandcoestateagent.co.ukuseful"
Shan Properties (UK) Ltd,"61 Plashet Grove, London E6 1AD, UK",020 8472 9993,https://shanproperties.co.uk/,4.7,332,,OPERATIONAL,,ChIJy418xren2EcRRyWx6ahlYDI,real estate agents,2025-09-17T17:00:12.560232,"info@shanproperties.co.uk, usinfo@shanproperties.co.uk"
Stonebridge Estate Agents,"248 High St N, London E12 6SB, UK",020 8590 1499,http://www.stonebridgelondon.co.uk/,4.9,115,,OPERATIONAL,,ChIJ9aG4mkum2EcRGnLiTKipJvI,real estate agents,2025-09-17T17:00:12.748530,info@stonebridgelondon.co.uk
JLL Stratford Real Estate,"5 Station St, London E15 1LA, UK",020 3147 1500,https://residential.jll.co.uk/offices/estate-agent-stratford,4.7,451,,OPERATIONAL,,ChIJSQkxlWEddkgRsJQ2R3lwA2g,real estate agents,2025-09-17T17:00:12.908793,info@residential.jll.co.uk
Thinq Homes,"130 Plashet Rd, London E13 0QS, UK",020 8548 4007,http://www.thinqhomes.com/,4.9,48,,OPERATIONAL,,ChIJNa2v7Lin2EcRha2cKYlJjpE,real estate agents,2025-09-17T17:00:13.101135,info@www.thinqhomes.com
Easymove Estate and Letting Agents | East London,"161 High St N, London E6 1JB, UK",020 8470 0007,http://www.easymoveea.com/,4.6,308,,OPERATIONAL,,ChIJwUPrSEqm2EcRbZv5UCaL6sA,real estate agents,2025-09-17T17:00:13.276626,info@www.easymoveea.com
Hawks | Estate Agents | East London,"71-73 W Ham Ln, London E15 4PH, UK",020 3002 6769,https://hawksestateagents.com/,4.5,106,,OPERATIONAL,,ChIJKYW0noun2EcR-tXBbLP5dmQ,real estate agents,2025-09-17T17:00:13.435652,info@hawksestateagents.com
Bismilla Property Ltd,"747 Barking Rd, London E13 9ER, UK",020 8586 6779,https://bismillaproperty.com/,4.5,18,,OPERATIONAL,,ChIJCatAOM-n2EcR_e2I2mTN_2Q,real estate agents,2025-09-17T17:00:13.600952,bishalbismillaproperty@gmail.com
Alexander Rose Estates,"Stratford Workshops, 15 Burford Rd, London E15 2SP, UK",020 3051 9877,https://alexanderroseestates.co.uk/,5.0,115,,OPERATIONAL,,ChIJKVJDsVADdkgRGRdZEVsrktw,real estate agents,2025-09-17T17:00:13.790859,"admin@alexanderroseestates.co.uk, 8301hello@alexanderroseestates.co.ukhomeabout, admin@alexanderroseestates.co.ukopening"
Oakville Real Estates,"217 High St N, London E6 1JG, UK",020 8472 9090,http://www.ore.uk.com/,4.0,37,,OPERATIONAL,,ChIJYxrJu0um2EcRKnb_XhtIWAA,real estate agents,2025-09-17T17:00:13.993134,"9090info@ore.uk.com, info@ore.uk.com"
"Partap Property Estate Agents, Sales, Lettings & Property Management","202b Green St, London E7 8LE, UK",020 8470 2928,http://partapproperties.com/,4.4,31,,OPERATIONAL,,ChIJmUWbnbmn2EcRvTykcXHp1FY,property sales,2025-09-17T17:00:14.639159,"info@partapproperties.com, info@partapproperties.com "
Thinq Homes,"130 Plashet Rd, London E13 0QS, UK",020 8548 4007,http://www.thinqhomes.com/,4.9,48,,OPERATIONAL,,ChIJNa2v7Lin2EcRha2cKYlJjpE,property sales,2025-09-17T17:00:14.839454,info@www.thinqhomes.com
Short Lease Property Sales,"86-90 Paul St, London EC2A 4NE, UK",020 3026 6288,https://shortleasepropertysales.co.uk/,5.0,30,,OPERATIONAL,,ChIJeVeQJaoddkgRNOOIp6rHWsM,property sales,2025-09-17T17:00:15.036213,info@shortleasepropertysales.co.uk
Properly - Estate Agent - Property Management - Property Sales - New Homes - Buying Service,"13 Palace St, London SW1E 5HX, UK",020 7459 4400,http://www.properly.space/,5.0,132,,OPERATIONAL,,ChIJxZTQHagFdkgRqsYpfJDkU0E,property sales,2025-09-17T17:00:15.219643,info@www.properly.space
Waterfronts Estate Agents,"Waterfront Studios, Dock Rd, London E16 1AG, UK",020 7474 5757,http://www.waterfronts.co.uk/,4.5,71,,OPERATIONAL,,ChIJda4PRg6o2EcRyhje5Fcrfnw,property sales,2025-09-17T17:00:15.420162,info@www.waterfronts.co.uk
Kevin & Co. Sales & Letting Agents,"The Oxygen, 18 Western Gateway, London E16 1BL, UK",,https://kevinandco.uk/,4.9,231,,OPERATIONAL,,ChIJTUsu-Man2EcRNQ69BFQi0zs,property sales,2025-09-17T17:00:15.573365,enquiry@kevinandco.uk
Barrain London Estate Agents,"10 Mahindra Wy., London E6 5AQ, UK",020 3780 7991,https://barrain.co.uk/,5.0,24,,OPERATIONAL,,ChIJwYW5OGyn2EcRh5vJq4JhUjo,property sales,2025-09-17T17:00:15.753391,info@barrain.co.uk
SMART LINK ESTATES,"89 Vicarage Ln, London E15 4HG, UK",020 7100 0999,http://www.smartlinkestates.com/,4.6,46,,OPERATIONAL,,ChIJP4Q2e82n2EcRJZ9xMpJz_yc,property sales,2025-09-17T17:00:15.932435,info@smartlinkestates.com
Estates East,"185 Francis Rd, London E10 6NQ, UK",020 8539 4213,https://www.estateseast.co.uk/,4.7,60,,OPERATIONAL,,ChIJMxdaJYQddkgRJnsdkunLaLY,property sales,2025-09-17T17:00:16.145307,info@www.estateseast.co.uk
Reeds Rains Estate Agents Plaistow,"286 Barking Rd, London E13 8HR, UK",020 7474 9157,https://www.reedsrains.co.uk/estate-agent/plaistow?utm_source=google_my_business&utm_medium=organic&utm_campaign=RPLAI1,4.5,190,,OPERATIONAL,,ChIJLbUSTeGn2EcRK6GxMPi8mrw,property sales,2025-09-17T17:00:16.375213,info@www.reedsrains.co.uk
Findlay Property,"73 Broadway Market, London E8 4PH, UK",020 7254 9444,http://www.findprop.co.uk/,4.8,64,,OPERATIONAL,,ChIJqd1sSegcdkgRR8bZOjwS2tc,property sales,2025-09-17T17:00:16.575445,info@www.findprop.co.uk
Maybury Estates Sales and Letting Agents Barking & Dagenham,"Suite 13, Stewart House, 56 Longbridge Rd, Barking IG11 8RT, UK",020 7018 0660,http://www.mayburyestates.co.uk/,4.6,30,,OPERATIONAL,,ChIJhYYulSun2EcR2--PkGwQOr8,property sales,2025-09-17T17:00:16.771985,info@mayburyestates.co.uk
Romans & Partners - Canary Wharf,"40 Bank St, London E14 5NR, UK",020 3880 9244,http://romansandpartners.com/,5.0,89,,OPERATIONAL,,ChIJ3xYUs0ADdkgREME76DcDxzk,property sales,2025-09-17T17:00:16.971539,"complaints@propertymark.co.uk, singapore@romansandpartners.com, shanghai@romansandpartners.com, kualalumpur@romansandparters.com, hongkong@romansandpartners.com, info@romansandpartners.com"
"Madison Brook, Docklands","Royal Victoria Dock, 20 Western Gateway, London E16 1BS, UK",020 3946 6000,http://www.madisonbrook.com/,4.6,239,,OPERATIONAL,,ChIJG43IGQyo2EcRREeJ8Cyn8VE,property sales,2025-09-17T17:00:17.156923,"lewisham@madisonbrook.com, docklands@madisonbrook.com, bankside@madisonbrook.com, residentservices@madisonbrook.com, info@madisonbrook.com, construction@madisonbrook.com, chiswick@madisonbrook.com, twickenham@madisonbrook.com, livingmarkets@madisonbrook.com, hamptonhill@madisonbrook.com"
Victor Michael Sales And Lettings Estate Agents in Stratford / East London,"74 Leytonstone Rd, London E15 1SQ, UK",020 8519 2000,http://www.victormichael.com/,4.6,217,,OPERATIONAL,,ChIJRxJChoan2EcR8tzckAXZYpM,property sales,2025-09-17T17:00:17.424046,info@www.victormichael.com
RNS Homes,"17 Boundary Rd, London E13 9PS, UK",020 3026 4428,https://rns-homes.com/,4.8,26,,OPERATIONAL,,ChIJd0fVRqyn2EcReWenpLgl9M0,property sales,2025-09-17T17:00:17.966663,info@rns-homes.com
Xchange Sales & Lettings Limited,"164 Cranbrook Rd, Cranbrook, Ilford IG1 4NR, UK",020 8553 1444,https://ukmaplocation.org/business/xchange-sales-lettings-limited-31t7ak,3.9,67,,OPERATIONAL,,ChIJe4TnhPSm2EcR8fG9vOB7EZQ,property sales,2025-09-17T17:00:18.151411,info@ukmaplocation.org
Murray Lee McKenzie - Sales - Lettings & Management,"22 Albert Rd, Belvedere DA17 5LJ, UK",01322 947967,http://www.mlmestateagents.co.uk/,4.8,58,,OPERATIONAL,,ChIJ4SjxA9-v2EcRUKU4dM-6vqY,property sales,2025-09-17T17:00:18.370722,info@www.mlmestateagents.co.uk
Whozoo,"Unit 2, 2 Delacourt Rd, London SE3 8XA, UK",0333 200 8330,http://www.whozoo.co.uk/,4.8,55,,OPERATIONAL,,ChIJefqUX40FdkgRky8Cu2JQIfo,property sales,2025-09-17T17:00:18.563990,info@www.whozoo.co.uk
Your Move Estate Agents Forest Gate,"176-177 Forest Ln, London E7 9BB, UK",020 8534 1147,https://www.your-move.co.uk/estate-agent/forest-gate?utm_source=google_my_business&utm_medium=organic&utm_campaign=YME79BB,4.7,149,,CLOSED_TEMPORARILY,,ChIJJ2Uai5in2EcRxZNgRXdDgDw,property sales,2025-09-17T17:00:18.766625,info@www.your-move.co.uk
Kevin & Co. Sales & Letting Agents,"The Oxygen, 18 Western Gateway, London E16 1BL, UK",,https://kevinandco.uk/,4.9,231,,OPERATIONAL,,ChIJTUsu-Man2EcRNQ69BFQi0zs,property lettings,2025-09-17T17:00:19.327125,enquiry@kevinandco.uk
T J Miller,"148 Plashet Rd, London E13 0QS, UK",020 8514 7788,https://uklocation.org/business/t-j-miller-af90v0,4.8,64,,OPERATIONAL,,ChIJx_eB9Lin2EcRJKlUfqzEkB0,property lettings,2025-09-17T17:00:19.566107,info@uklocation.org
"Partap Property Estate Agents, Sales, Lettings & Property Management","202b Green St, London E7 8LE, UK",020 8470 2928,http://partapproperties.com/,4.4,31,,OPERATIONAL,,ChIJmUWbnbmn2EcRvTykcXHp1FY,property lettings,2025-09-17T17:00:19.713226,"info@partapproperties.com, info@partapproperties.com "
Kingdom Property Agents Ltd,"91Katherine Road, London E6 1EW, UK",020 8821 0287,https://ukmapslocation.org/business/kingdom-property-agents-ltd-ol72tp,5.0,54,,OPERATIONAL,,ChIJicLUyMqn2EcRHRZfTn5uabI,property lettings,2025-09-17T17:00:19.861770,info@ukmapslocation.org
Martin Smith Residential Letting & Management,"42 Romford Rd, London E15 4BZ, UK",020 8519 6677,http://www.martinsmithletting.co.uk/,4.3,35,,OPERATIONAL,,ChIJM_umsY6n2EcR0phSRbeHHx8,property lettings,2025-09-17T17:00:20.079726,lettings@martinsmithletting.co.uk
Hunters Estate & Letting Agents Plaistow,"272 Barking Rd, London E13 8HR, UK",020 7474 2345,https://www.hunters.com/office/plaistow?utm_source=google&utm_medium=local,4.6,190,,OPERATIONAL,,ChIJfyPNUuGn2EcRjyl-qGgxZYg,property lettings,2025-09-17T17:00:20.232086,info@www.hunters.com
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property lettings,2025-09-17T17:00:20.444107,info@www.letsellproperty.co.uk
All Seasons Lettings & Management - London's Multi award winning Guaranteed Rent Specialist,"538 High St N, London E12 6QN, UK",020 8478 9992,http://www.allseasonslettings.co.uk/,4.4,300,,OPERATIONAL,,ChIJo4l82cwcdkgRau0uIGJo9VA,property lettings,2025-09-17T17:00:20.608256,info@www.allseasonslettings.co.uk
Bismilla Property Ltd,"747 Barking Rd, London E13 9ER, UK",020 8586 6779,https://bismillaproperty.com/,4.5,18,,OPERATIONAL,,ChIJCatAOM-n2EcR_e2I2mTN_2Q,property lettings,2025-09-17T17:00:20.771024,bishalbismillaproperty@gmail.com
Key2Key Property Management,"120 Upton Ln, London E7 9LW, UK",020 8552 4777,http://www.key2keyproperties.com/,4.8,155,,OPERATIONAL,,ChIJTTTdtL2n2EcREeXyaw0MU4E,property lettings,2025-09-17T17:00:20.922355,enquiries@key2keyproperties.com
Easymove Estate and Letting Agents | East London,"161 High St N, London E6 1JB, UK",020 8470 0007,http://www.easymoveea.com/,4.6,308,,OPERATIONAL,,ChIJwUPrSEqm2EcRbZv5UCaL6sA,property lettings,2025-09-17T17:00:21.124773,info@www.easymoveea.com
haart Estate and Lettings Agents East Ham,"219 High St N, London E6 1JG, UK",020 4512 8365,https://www.haart.co.uk/branch-finder/east-ham-estate-agents/?utm_source=organic_gmb&utm_medium=organic&referrer=organic_gmb&y_source=1_MzQ0NjU5ODktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.7,685,,OPERATIONAL,,ChIJdfLUu0um2EcRF9jUB8eDMi4,property lettings,2025-09-17T17:00:21.276784,"east.ham@haart.co.uk, east.ham.lettings@haart.co.uk"
Samuel King Estate Agents,"Londis Supermarket, 143 Barking Rd, London E16 4HQ, UK",020 7474 6000,http://www.samuelking.co.uk/,3.9,52,,OPERATIONAL,,ChIJPU43Lv2n2EcR4fmerqtp7A4,property lettings,2025-09-17T17:00:21.435620,eastlondon@samuelking.co.uk
"Albany Property Management, Letting & Estate Agents in Plaistow","14 High St, London E13 0AJ, UK",020 8471 9393,https://www.albanyresidential.com/contact.aspx?menuID=11?utm_source=localmaps&utm_medium=gbp&utm_campaign=plaistow,3.7,39,,OPERATIONAL,,ChIJ14zlkumn2EcReCBW2bnhxto,property lettings,2025-09-17T17:00:21.676402,info@albanyresidential.com
BK Property Management Services - Guaranteed Rent,"136 Katherine Rd, London E6 1ER, UK",020 8470 1420,https://www.bkpropertymanagementservices.com/,5.0,24,,OPERATIONAL,,ChIJvdjKLQCn2EcRqrfM2cQeXtc,property lettings,2025-09-17T17:00:21.839489,info@www.bkpropertymanagementservices.com
Portico Letting Agents in Stratford,"ST. Johns House, 2 Romford Rd, London E15 4BF, UK",020 8221 4444,https://www.portico.com/our-offices/stratford/?utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_stratford,4.3,360,,OPERATIONAL,,ChIJu3XkZomn2EcREozd3c6GvcE,property lettings,2025-09-17T17:00:22.026419,stratford@portico.com
ARQ Homes,"355-357, Barking Rd, London E6 1LA, UK",020 8472 0011,http://www.arqhomes.co.uk/,4.9,233,,OPERATIONAL,,ChIJD6c4L76n2EcRXQpC9qGT_Gg,property lettings,2025-09-17T17:00:22.185491,"info@arqhomes.co.uk, 1lainfo@arqhomes.co"
Harvey W James,"F1, 415 High St, London E15 4QZ, UK",020 3865 1500,https://www.harveywjames.com/,5.0,211,,OPERATIONAL,,ChIJE3YRc4qn2EcROhAhS9q0jMA,property lettings,2025-09-17T17:00:22.343991,"lettings@harveywjames.com, landlord@harveywjames.com, accounts@harveywjames.com, info@harveywjames.com, property@harveywjames.com, aftercare@harveywjames.com"
Shan Properties (UK) Ltd,"61 Plashet Grove, London E6 1AD, UK",020 8472 9993,https://shanproperties.co.uk/,4.7,332,,OPERATIONAL,,ChIJy418xren2EcRRyWx6ahlYDI,property lettings,2025-09-17T17:00:22.504604,"info@shanproperties.co.uk, usinfo@shanproperties.co.uk"
Icon Properties,"Central House, 103 Central Park Rd, London E6 3DW, UK",020 8472 0000,http://www.iconproperties.co.uk/,4.7,19,,OPERATIONAL,,ChIJJYuw0PcPdkgRVR5FCKDT2j0,property lettings,2025-09-17T17:00:22.739898,info@www.iconproperties.co.uk
Residential Land,"59-60 Grosvenor St, London W1K 3HZ, UK",020 7408 5155,http://www.residentialland.com/,4.8,73,,OPERATIONAL,,ChIJ4U8a9jEFdkgRoE2_NJlC7Ag,residential property,2025-09-17T17:00:23.452813,info@www.residentialland.com
Life Residential Royal Wharf,"16 Royal Crest Ave., London E16 2TQ, UK",020 3846 3311,https://liferesidential.co.uk/contact-us/royal-wharf-estate-agents/?utm_source=gmb&utm_medium=organic&utm_campaign=royal-wharf,4.6,516,,OPERATIONAL,,ChIJ5YXnvW6o2EcRLWpCthhKKKY,residential property,2025-09-17T17:00:23.716770,info@liferesidential.co.uk
London Residentials,"231 Barking Rd, London E6 1LB, UK",020 8470 5454,https://www.londonresidentials.co.uk/,4.5,2,,OPERATIONAL,,ChIJL-dfvzSm2EcRR3D9j_-Yu1c,residential property,2025-09-17T17:00:23.899940,"addresssubmitinfo@londonresidentials.co, info@londonresidentials.co.uk"
"Partap Property Estate Agents, Sales, Lettings & Property Management","202b Green St, London E7 8LE, UK",020 8470 2928,http://partapproperties.com/,4.4,31,,OPERATIONAL,,ChIJmUWbnbmn2EcRvTykcXHp1FY,residential property,2025-09-17T17:00:24.053275,"info@partapproperties.com, info@partapproperties.com "
Martin Smith Residential Letting & Management,"42 Romford Rd, London E15 4BZ, UK",020 8519 6677,http://www.martinsmithletting.co.uk/,4.3,35,,OPERATIONAL,,ChIJM_umsY6n2EcR0phSRbeHHx8,residential property,2025-09-17T17:00:24.279707,lettings@martinsmithletting.co.uk
Prime Residential,"1 King William St, London EC4N 7AF, UK",020 3874 2976,http://www.primeresidentialpm.com/,4.9,92,,OPERATIONAL,,ChIJU1hS1l0ddkgRxqFJSypyrYg,residential property,2025-09-17T17:00:24.489694,info@www.primeresidentialpm.com
Residential Realtors Estate Agents,"28-30 Harper Rd, London SE1 6AD, UK",020 7096 8131,http://www.residentialrealtors.co.uk/,4.1,321,,OPERATIONAL,,ChIJJVRCgKAEdkgRz3W9BQVrAPM,residential property,2025-09-17T17:00:24.776653,info@www.residentialrealtors.co.uk
Residential Property Management Group,"Unit 5 Sedgwick St, London E9 6AE, UK",020 3239 6063,https://www.residentialpropertymanagementgroup.co.uk/,3.9,7,,OPERATIONAL,,ChIJYzKw0TYddkgR9vMUkLHCm00,residential property,2025-09-17T17:00:24.961991,"groupinfo@residentialpropertymanagementgroup.co, info@residentialpropertymanagementgroup.co.uk, you.info@residentialpropertymanagementgroup.co"
Life Residential Canary Wharf,"36 Millharbour, London E14 9JS, UK",020 3668 1033,https://liferesidential.co.uk/contact-us/canary-wharf-estate-agents/?utm_source=gmb&utm_medium=organic&utm_campaign=canary-wharf,4.6,1091,,OPERATIONAL,,ChIJRf7J6r4CdkgRW9NuXCplilc,residential property,2025-09-17T17:00:25.163851,info@liferesidential.co.uk
Bismilla Property Ltd,"747 Barking Rd, London E13 9ER, UK",020 8586 6779,https://bismillaproperty.com/,4.5,18,,OPERATIONAL,,ChIJCatAOM-n2EcR_e2I2mTN_2Q,residential property,2025-09-17T17:00:25.330382,bishalbismillaproperty@gmail.com
Life Residential Greenwich,"6 Victoria Parade, London SE10 9FR, UK",020 8418 3609,https://liferesidential.co.uk/contact-us/greenwich-estate-agents/?utm_source=gmb&utm_medium=organic&utm_campaign=greenwich,4.7,463,,OPERATIONAL,,ChIJs_cBOI4CdkgR2zlKdqCjG4E,residential property,2025-09-17T17:00:25.524533,info@liferesidential.co.uk
Abby Homes - Letting & Property Management Since 2012,"3 Pepper St, London E14 9RB, UK",020 7538 4411,http://www.abbyhomes.co.uk/,4.4,62,,OPERATIONAL,,ChIJbXa4ytsDdkgRZuflw4235rg,residential property,2025-09-17T17:00:25.684423,info@abbyhomes.co.uk
Spencer James Residential,"8a Hartlepool Ct, London E16 2RL, UK",020 7474 3636,http://www.spencer-james.co.uk/,4.4,191,,OPERATIONAL,,ChIJOYaiciEFdkgRzfvD9R7p9yY,residential property,2025-09-17T17:00:25.897328,info@www.spencer-james.co.uk
Residential Links Estate Agents (Aldgate),"Duru House, 101 Commercial Rd, London E1 1RD, UK",020 7193 8040,http://www.residentiallinks.co.uk/,4.8,33,,OPERATIONAL,,ChIJSdPcytMFdkgRzUT61dtmWRc,residential property,2025-09-17T17:00:26.122949,info@www.residentiallinks.co.uk
BK Property Management Services - Guaranteed Rent,"136 Katherine Rd, London E6 1ER, UK",020 8470 1420,https://www.bkpropertymanagementservices.com/,5.0,24,,OPERATIONAL,,ChIJvdjKLQCn2EcRqrfM2cQeXtc,residential property,2025-09-17T17:00:26.339286,info@www.bkpropertymanagementservices.com
Circa Residential Property Ltd,"144 George Ln, London E18 1AY, UK",020 8536 4480,http://www.circaproperty.co.uk/,3.4,56,,OPERATIONAL,,ChIJAbbtCTan2EcRVUsl1mgKZNQ,residential property,2025-09-17T17:00:26.523035,info@www.circaproperty.co.uk
Reality Properties | Guaranteed Rents | Multi-Award Winning | Commercial & Residential,"9 The Broadway, Woodford, Woodford Green IG8 0HL, UK",020 3355 0908,http://realityproperties.co.uk/,5.0,81,,OPERATIONAL,,ChIJn_gyus-g2EcRciwIRj5vPbg,residential property,2025-09-17T17:00:26.726892,"info@realityproperties.co.ukuseful, info@realityproperties.co.uk"
Campbell Residential,"66, Cannon Workshops, Cannon Dr, London E14 4AS, UK",020 7510 1004,http://campbellresidential.co.uk/,4.4,51,,OPERATIONAL,,ChIJxd0EgrwCdkgRetqh5yz4RU4,residential property,2025-09-17T17:00:26.940994,enquiries@campbellresidential.co.uk
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,residential property,2025-09-17T17:00:27.092538,info@www.letsellproperty.co.uk
Goldman Greg Estate Agency & Housing Management Services,"143 Leman St, London E1 8EY, UK",020 7977 0018,http://www.goldmangreg.co.uk/,4.9,156,,OPERATIONAL,,ChIJQf4uGHMDdkgRNiqYLkKScEE,residential property,2025-09-17T17:00:27.249682,leads@goldmangreg.co.uk
Countrywide Commercial | Commercial Property Agents in Essex,"Connaught House, Broomhill Rd, Woodford, Woodford Green IG8 0XR, UK",020 8506 9900,https://www.countrywidecomm.co.uk/?utm_source=localmaps&utm_medium=gbp&utm_campaign=Essex,4.9,53,,OPERATIONAL,,ChIJxxucYkCn2EcR6L7o_BBxcbk,commercial property,2025-09-17T17:00:27.996398,info@www.countrywidecomm.co.uk
Kevin & Co. Sales & Letting Agents,"The Oxygen, 18 Western Gateway, London E16 1BL, UK",,https://kevinandco.uk/,4.9,231,,OPERATIONAL,,ChIJTUsu-Man2EcRNQ69BFQi0zs,commercial property,2025-09-17T17:00:28.177112,enquiry@kevinandco.uk
Occupa Commercial Property Consultants Mayfair,"1-6 Yarmouth Pl, London W1J 7BU, UK",020 7100 7500,http://www.occupa.co.uk/,5.0,55,,OPERATIONAL,,ChIJFepCtCgFdkgRaMuWbC7AIBM,commercial property,2025-09-17T17:00:28.338528,info@www.occupa.co.uk
Icon Properties,"Central House, 103 Central Park Rd, London E6 3DW, UK",020 8472 0000,http://www.iconproperties.co.uk/,4.7,19,,OPERATIONAL,,ChIJJYuw0PcPdkgRVR5FCKDT2j0,commercial property,2025-09-17T17:00:28.508268,info@www.iconproperties.co.uk
Alex Martin Commercial,"Alpha House, 100 Borough High St, London SE1 1LB, UK",020 7100 2348,http://alexmartin.co.uk/,4.8,31,,OPERATIONAL,,ChIJ1dniaVkDdkgRYf77KJ2VG04,commercial property,2025-09-17T17:00:28.696625,"alex@alexmartin.co.uk, office@alexmartin.co.uk, alex@alexmartin.co.uk.we"
Tuckerman Commercial Ltd,"14 Queen Anne's Gate, London SW1H 9AA, UK",020 7222 5511,http://www.tuckerman.co.uk/,5.0,10,,OPERATIONAL,,ChIJKYnOjcIEdkgRgWB8U__OA7w,commercial property,2025-09-17T17:00:28.961104,info@www.tuckerman.co.uk
Victor Michael Sales And Lettings Estate Agents in Stratford / East London,"74 Leytonstone Rd, London E15 1SQ, UK",020 8519 2000,http://www.victormichael.com/,4.6,217,,OPERATIONAL,,ChIJRxJChoan2EcR8tzckAXZYpM,commercial property,2025-09-17T17:00:29.111658,info@www.victormichael.com
Acorn Commercial & Development Division Bromley,"9 St Mark's Rd, Bromley BR2 9HG, UK",020 8315 5454,https://www.acorngroup.co.uk/commercial?utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_commercial_bromley,4.9,79,,OPERATIONAL,,ChIJZWLnYWuq2EcRi4Oeams6nvo,commercial property,2025-09-17T17:00:29.299895,info@www.acorngroup.co.uk
Whozoo,"Unit 2, 2 Delacourt Rd, London SE3 8XA, UK",0333 200 8330,http://www.whozoo.co.uk/,4.8,55,,OPERATIONAL,,ChIJefqUX40FdkgRky8Cu2JQIfo,commercial property,2025-09-17T17:00:29.534063,info@www.whozoo.co.uk
John Payne Commercial,"7 Hare and Billet Rd, Blackheath, London SE3 0RB, UK",020 8852 6125,http://www.johnpaynecommercial.com/,4.5,34,,OPERATIONAL,,ChIJUdAzJNSp2EcRsy5Yttxrnd0,commercial property,2025-09-17T17:00:29.722264,info@www.johnpaynecommercial.com
RNS Homes,"17 Boundary Rd, London E13 9PS, UK",020 3026 4428,https://rns-homes.com/,4.8,26,,OPERATIONAL,,ChIJd0fVRqyn2EcReWenpLgl9M0,commercial property,2025-09-17T17:00:29.875916,info@rns-homes.com
Nationwide Residential & Commercial,"200 High Rd, Woodford, Woodford Green IG8 9EF, UK",020 3096 1496,http://www.nrandc.co.uk/,4.6,18,,OPERATIONAL,,ChIJzVxA3LSg2EcRulBtlAlx8cM,commercial property,2025-09-17T17:00:30.070669,info@www.nrandc.co.uk
Acorn Commercial Division London,"120 Bermondsey St, London SE1 3TX, UK",020 7089 6555,https://www.acorngroup.co.uk/commercial?utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_commercial_london,4.9,11,,OPERATIONAL,,ChIJX7xKsUQDdkgR915YTUHLPhs,commercial property,2025-09-17T17:00:30.255642,info@www.acorngroup.co.uk
Greater London Commercial - Commercial Estate Agents (East London),"16 Wheatsheaf Rd, Romford RM1 2HD, UK",07886 584520,https://greaterlondoncommercial.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,5.0,5,,OPERATIONAL,,ChIJA8Vuhc2l2EcRRnBq554TAJw,commercial property,2025-09-17T17:00:30.530465,"info@greaterlondoncommercial.co.uk, info@greaterlondoncommercial.co.ukgreater"
McDowalls,"54-56 Barking Rd, London E6 3BP, UK",020 8472 4422,http://www.mcdowalls.com/,4.3,107,,OPERATIONAL,,ChIJi6FkrM6n2EcRDzxtO0ap6Y4,commercial property,2025-09-17T17:00:30.726946,info@www.mcdowalls.com
Claridges Commercial Property Consultants,"Connaught House, Broomhill Rd, Woodford, Woodford Green IG8 0XR, UK",020 8559 1122,http://www.claridges-commercial.co.uk/,4.1,47,,OPERATIONAL,,ChIJM5cz7reg2EcRfHG68lRF7wo,commercial property,2025-09-17T17:00:30.912280,info@www.claridges-commercial.co.uk
Field & Sons Commercial,"54 Borough High St, London SE1 1XL, UK",020 7234 9639,https://www.fieldandsons.biz/,2.6,5,,OPERATIONAL,,ChIJWVqEOkYDdkgRPqRUrTR6yMU,commercial property,2025-09-17T17:00:31.158098,info@www.fieldandsons.biz
The Langham Estate - Commercial Property Management in London,"9A Margaret St, London W1W 8RJ, UK",020 7580 5656,https://langhamestate.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,5.0,2,,OPERATIONAL,,ChIJj7628yobdkgRFftnZ7MWjCs,commercial property,2025-09-17T17:00:31.350934,info@langhamestate.com
Stirling and Co Residential,"29 Upton Ln, London E7 9PA, UK",020 8548 0449,http://www.stirlingco.com/,4.9,30,,OPERATIONAL,,ChIJI0VPZf6n2EcReWOlW3f9gn8,commercial property,2025-09-17T17:00:31.581287,info@stirlingco.com
MJ Finn Commercial,"11 Devonshire Mews, Chiswick, London W4 2HA, UK",020 8995 5678,https://www.mjfinncommercial.co.uk/,4.6,37,,OPERATIONAL,,ChIJLyBJUkAOdkgRFuWwR4Ih6bk,commercial property,2025-09-17T17:00:31.765394,info@www.mjfinncommercial.co.uk
